Week_Ending_Date;Week number;month;year;Season;Sum attendance emergency;Diferencia atttendance;Attendance de la semana anterior en emergencias;Attendance de la semana anterior;Semana con fecha de fin de mes;Semana con holidays;NHS_Board_Code;NHS_Board_Name;Location_Code;Location_Name;Attendance;Number_Over_4_Hours;Percentage_Within_4_Hours;Number_Over_8_Hours;Percentage_Within_8_Hours;Number_Over_12_Hours;Percentage_Within_12_Hours;Data_Source;Fundacion;Beds;Number location;Location_Name
43667;30;7;2019;2;108;1067;70;1002;0;0;S;NHS Lothian;S308H;St John's Hospital;1175;98;92;8;99;2;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43674;31;7;2019;2;145;1089;108;1067;0;0;S;NHS Lothian;S308H;St John's Hospital;1234;128;90;13;99;4;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43681;32;8;2019;2;164;1048;145;1089;1;0;S;NHS Lothian;S308H;St John's Hospital;1212;147;88;15;99;2;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43688;33;8;2019;2;89;1054;164;1048;0;1;S;NHS Lothian;S308H;St John's Hospital;1143;80;93;6;100;3;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43695;34;8;2019;2;110;1027;89;1054;0;0;S;NHS Lothian;S308H;St John's Hospital;1137;106;91;4;100;0;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43702;35;8;2019;2;157;1022;110;1027;0;0;S;NHS Lothian;S308H;St John's Hospital;1179;122;90;30;98;5;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43709;36;9;2019;3;105;1109;157;1022;1;0;S;NHS Lothian;S308H;St John's Hospital;1214;92;92;11;99;2;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43716;37;9;2019;3;111;1107;105;1109;0;0;S;NHS Lothian;S308H;St John's Hospital;1218;72;94;22;98;17;99;ISD A&E Datamart;1989;550;27;St John's Hospital
43723;38;9;2019;3;128;1128;111;1107;0;0;S;NHS Lothian;S308H;St John's Hospital;1256;111;91;13;99;4;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43730;39;9;2019;3;96;1162;128;1128;0;0;S;NHS Lothian;S308H;St John's Hospital;1258;84;93;10;99;2;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43737;40;9;2019;3;113;1155;96;1162;0;0;S;NHS Lothian;S308H;St John's Hospital;1268;94;93;15;99;4;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43744;41;10;2019;3;145;1048;113;1155;1;0;S;NHS Lothian;S308H;St John's Hospital;1193;117;90;21;98;7;99;ISD A&E Datamart;1989;550;27;St John's Hospital
43751;42;10;2019;3;150;1042;145;1048;0;0;S;NHS Lothian;S308H;St John's Hospital;1192;117;90;29;98;4;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43758;43;10;2019;3;133;972;150;1042;0;0;S;NHS Lothian;S308H;St John's Hospital;1105;101;91;29;97;3;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43765;44;10;2019;3;146;1019;133;972;0;0;S;NHS Lothian;S308H;St John's Hospital;1165;129;89;17;99;0;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43772;45;11;2019;0;185;1011;146;1019;1;0;S;NHS Lothian;S308H;St John's Hospital;1196;140;88;35;97;10;99;ISD A&E Datamart;1989;550;27;St John's Hospital
43779;46;11;2019;0;298;868;185;1011;0;0;S;NHS Lothian;S308H;St John's Hospital;1166;197;83;72;94;29;98;ISD A&E Datamart;1989;550;27;St John's Hospital
43786;47;11;2019;0;185;966;298;868;0;0;S;NHS Lothian;S308H;St John's Hospital;1151;132;89;41;96;12;99;ISD A&E Datamart;1989;550;27;St John's Hospital
43793;48;11;2019;0;156;950;185;966;0;0;S;NHS Lothian;S308H;St John's Hospital;1106;137;88;17;99;2;100;ISD A&E Datamart;1989;550;27;St John's Hospital
43800;49;12;2019;0;284;885;156;950;1;0;S;NHS Lothian;S308H;St John's Hospital;1169;209;82;58;95;17;99;Weekly aggregate data;1989;550;27;St John's Hospital
43807;50;12;2019;0;249;868;284;885;0;1;S;NHS Lothian;S308H;St John's Hospital;1117;200;82;39;97;10;99;Weekly aggregate data;1989;550;27;St John's Hospital
43814;51;12;2019;0;361;773;249;868;0;0;S;NHS Lothian;S308H;St John's Hospital;1134;299;74;49;96;13;99;Weekly aggregate data;1989;550;27;St John's Hospital
43821;52;12;2019;0;211;870;361;773;0;0;S;NHS Lothian;S308H;St John's Hospital;1081;179;83;25;98;7;99;Weekly aggregate data;1989;550;27;St John's Hospital
43828;53;12;2019;0;121;829;211;870;0;1;S;NHS Lothian;S308H;St John's Hospital;950;103;89;15;98;3;100;Weekly aggregate data;1989;550;27;St John's Hospital
43835;2;1;2020;0;226;836;121;829;1;1;S;NHS Lothian;S308H;St John's Hospital;1062;163;85;47;96;16;99;Weekly aggregate data;1989;550;27;St John's Hospital
42057;9;2;2015;0;216;596;105;695;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;812;189;77;24;97;3;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42064;10;3;2015;0;138;655;216;596;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;793;129;84;7;99;2;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42071;11;3;2015;0;173;635;138;655;0;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;808;147;82;19;98;7;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42078;12;3;2015;0;42;711;173;635;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;753;40;95;2;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42085;13;3;2015;0;32;829;42;711;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;861;32;96;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42092;14;3;2015;0;64;771;32;829;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;835;63;93;1;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42099;15;4;2015;0;38;814;64;771;1;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;852;38;96;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42106;16;4;2015;0;99;744;38;814;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;843;91;89;8;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42113;17;4;2015;0;80;712;99;744;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;792;79;90;1;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42120;18;4;2015;0;121;708;80;712;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;829;106;87;12;99;3;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42127;19;5;2015;1;77;734;121;708;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;811;72;91;3;100;2;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42134;20;5;2015;1;91;757;77;734;0;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;848;83;90;8;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42141;21;5;2015;1;166;669;91;757;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;835;142;83;18;98;6;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42148;22;5;2015;1;95;801;166;669;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;896;89;90;6;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42155;23;5;2015;1;116;784;95;801;1;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;900;101;89;13;99;2;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42162;24;6;2015;1;120;710;116;784;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;830;98;88;17;98;5;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42169;25;6;2015;1;91;782;120;710;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;873;75;91;13;99;3;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42176;26;6;2015;1;84;784;91;782;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;868;72;92;12;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42183;27;6;2015;1;68;845;84;784;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;913;65;93;3;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42190;28;7;2015;2;23;915;68;845;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;938;23;98;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42197;29;7;2015;2;48;841;23;915;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;889;47;95;1;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42204;30;7;2015;2;31;863;48;841;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;894;31;97;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42211;31;7;2015;2;26;857;31;863;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;883;26;97;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42218;32;8;2015;2;56;823;26;857;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;879;49;94;7;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42225;33;8;2015;2;27;812;56;823;0;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;839;24;97;3;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42232;34;8;2015;2;28;844;27;812;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;872;28;97;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42239;35;8;2015;2;48;837;28;844;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;885;47;95;1;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42246;36;8;2015;2;125;753;48;837;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;878;114;87;10;99;1;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42253;37;9;2015;3;126;814;125;753;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;940;115;88;10;99;1;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42260;38;9;2015;3;91;825;126;814;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;916;87;91;4;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42267;39;9;2015;3;152;768;91;825;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;920;134;85;17;98;1;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42274;40;9;2015;3;81;805;152;768;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;886;68;92;12;99;1;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42281;41;10;2015;3;117;756;81;805;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;873;106;88;11;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42288;42;10;2015;3;117;703;117;756;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;820;94;89;19;98;4;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42295;43;10;2015;3;22;777;117;703;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;799;22;97;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42302;44;10;2015;3;59;744;22;777;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;803;55;93;4;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42309;45;11;2015;0;168;715;59;744;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;883;156;82;10;99;2;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42316;46;11;2015;0;114;728;168;715;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;842;100;88;10;99;4;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42323;47;11;2015;0;93;716;114;728;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;809;82;90;10;99;1;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42330;48;11;2015;0;156;649;93;716;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;805;130;84;20;98;6;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42337;49;11;2015;0;10;770;156;649;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;780;10;99;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42344;50;12;2015;0;9;758;10;770;1;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;767;9;99;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42351;51;12;2015;0;39;805;9;758;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;844;31;96;8;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42358;52;12;2015;0;25;778;39;805;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;803;25;97;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42365;53;12;2015;0;32;762;25;778;0;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;794;27;97;5;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42372;2;1;2016;0;27;811;32;762;1;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;838;27;97;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42379;3;1;2016;0;124;666;27;811;0;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;790;95;88;18;98;11;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42386;4;1;2016;0;146;616;124;666;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;762;120;84;20;97;6;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42393;5;1;2016;0;25;731;146;616;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;756;25;97;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42400;6;1;2016;0;145;683;25;731;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;828;121;85;24;97;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42407;7;2;2016;0;132;687;145;683;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;819;99;88;28;97;5;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42414;8;2;2016;0;185;629;132;687;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;814;141;83;34;96;10;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42421;9;2;2016;0;83;750;185;629;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;833;65;92;12;99;6;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42428;10;2;2016;0;107;715;83;750;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;822;93;89;14;98;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42435;11;3;2016;0;89;791;107;715;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;880;77;91;12;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42442;12;3;2016;0;155;773;89;791;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;928;137;85;17;98;1;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42449;13;3;2016;0;52;892;155;773;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;944;50;95;2;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42456;14;3;2016;0;166;736;52;892;0;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;902;134;85;28;97;4;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42463;15;4;2016;0;202;750;166;736;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;952;180;81;19;98;3;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42470;16;4;2016;0;45;753;202;750;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;798;43;95;2;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42477;17;4;2016;0;108;769;45;753;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;877;74;92;22;98;12;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42484;18;4;2016;0;103;789;108;769;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;892;96;89;7;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42491;19;5;2016;1;50;799;103;789;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;849;45;95;5;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42498;20;5;2016;1;43;846;50;799;0;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;889;42;95;1;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42505;21;5;2016;1;164;813;43;846;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;977;143;85;20;98;1;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42512;22;5;2016;1;47;839;164;813;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;886;47;95;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42519;23;5;2016;1;48;833;47;839;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;881;33;96;10;99;5;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42526;24;6;2016;1;25;926;48;833;1;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;951;25;97;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42533;25;6;2016;1;143;868;25;926;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;1011;114;89;23;98;6;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42540;26;6;2016;1;248;675;143;868;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;923;192;79;44;95;12;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42547;27;6;2016;1;125;830;248;675;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;955;104;89;18;98;3;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42554;28;7;2016;2;15;892;125;830;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;907;15;98;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42561;29;7;2016;2;169;700;15;892;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;869;141;84;24;97;4;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42568;30;7;2016;2;111;762;169;700;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;873;92;90;18;98;1;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42575;31;7;2016;2;99;808;111;762;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;907;87;90;12;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42582;32;7;2016;2;76;783;99;808;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;859;68;92;8;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42589;33;8;2016;2;135;783;76;783;0;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;918;126;86;9;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42596;34;8;2016;2;98;715;135;783;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;813;75;91;12;99;11;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42603;35;8;2016;2;112;811;98;715;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;923;106;89;6;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42610;36;8;2016;2;134;802;112;811;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;936;106;89;23;98;5;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42617;37;9;2016;3;36;857;134;802;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;893;36;96;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42624;38;9;2016;3;83;821;36;857;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;904;75;92;7;99;1;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42631;39;9;2016;3;21;849;83;821;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;870;21;98;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42638;40;9;2016;3;28;874;21;849;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;902;28;97;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42645;41;10;2016;3;89;768;28;874;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;857;84;90;5;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42652;42;10;2016;3;93;815;89;768;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;908;80;91;11;99;2;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42659;43;10;2016;3;32;747;93;815;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;779;31;96;1;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42666;44;10;2016;3;181;635;32;747;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;816;130;84;36;96;15;98;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42673;45;10;2016;3;85;754;181;635;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;839;72;91;10;99;3;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42680;46;11;2016;0;159;663;85;754;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;822;126;85;22;97;11;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42687;47;11;2016;0;133;639;159;663;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;772;117;85;16;98;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42694;48;11;2016;0;136;679;133;639;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;815;102;88;24;97;10;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42701;49;11;2016;0;132;700;136;679;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;832;106;87;19;98;7;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42708;50;12;2016;0;72;731;132;700;1;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;803;56;93;11;99;5;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42715;51;12;2016;0;79;707;72;731;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;786;73;91;6;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42722;52;12;2016;0;77;751;79;707;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;828;67;92;10;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42729;53;12;2016;0;26;727;77;751;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;753;26;97;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42736;1;1;2017;0;21;860;26;727;1;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;881;20;98;1;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42743;2;1;2017;0;187;645;21;860;0;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;832;134;84;34;96;19;98;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42750;3;1;2017;0;49;701;187;645;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;750;41;95;8;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42757;4;1;2017;0;56;736;49;701;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;792;55;93;1;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42764;5;1;2017;0;110;680;56;736;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;790;79;90;25;97;6;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42771;6;2;2017;0;71;758;110;680;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;829;67;92;4;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42778;7;2;2017;0;139;633;71;758;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;772;115;85;18;98;6;99;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42785;8;2;2017;0;44;806;139;633;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;850;40;95;4;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42792;9;2;2017;0;85;708;44;806;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;793;70;91;15;98;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42799;10;3;2017;0;122;791;85;708;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;913;109;88;13;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42806;11;3;2017;0;78;756;122;791;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;834;63;92;14;98;1;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42813;12;3;2017;0;34;825;78;756;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;859;28;97;5;99;1;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42820;13;3;2017;0;17;826;34;825;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;843;17;98;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42827;14;4;2017;0;11;885;17;826;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;896;11;99;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42834;15;4;2017;0;15;819;11;885;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;834;14;98;1;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42841;16;4;2017;0;92;813;15;819;0;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;905;83;91;9;99;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42848;17;4;2017;0;16;930;92;813;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;946;16;98;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42855;18;4;2017;0;16;908;16;930;1;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;924;16;98;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42862;19;5;2017;1;31;896;16;908;0;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;927;30;97;1;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42869;20;5;2017;1;20;910;31;896;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;930;19;98;1;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42876;21;5;2017;1;52;931;20;910;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;983;44;96;7;99;1;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42883;22;5;2017;1;24;938;52;931;0;0;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;962;24;98;0;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
42890;23;6;2017;1;42;930;24;938;1;1;A;NHS Ayrshire & Arran;A210H;University Hospital Ayr;972;40;96;2;100;0;100;ISD A&E Datamart;1991;333;1;University Hospital Ayr
